"Dátum","Gép","Kezdő időpont","Záró időpont","Megrendelésszám"
"2020.11.13.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.13.","Festő-1","14:00","22:00","MEGR011"
"2020.11.13.","Festő-2","14:00","22:00","MEGR011"
"2020.11.13.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.13.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.13.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.13.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.13.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.13.","Vágó-1","14:00","22:00","MEGR011"
"2020.11.13.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.14.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.14.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.14.","Festő-1","06:00","14:00","MEGR011"
"2020.11.14.","Festő-2","06:00","14:00","MEGR011"
"2020.11.14.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.14.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.14.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.14.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.14.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.14.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.14.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.14.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.14.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.14.","Festő-1","14:00","22:00","MEGR011"
"2020.11.14.","Festő-2","14:00","22:00","MEGR011"
"2020.11.14.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.14.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.14.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.14.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.14.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.14.","Vágó-1","14:00","22:00","MEGR011"
"2020.11.14.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.15.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.15.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.15.","Festő-1","06:00","14:00","MEGR011"
"2020.11.15.","Festő-2","06:00","14:00","MEGR011"
"2020.11.15.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.15.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.15.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.15.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.15.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.15.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.15.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.15.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.15.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.15.","Festő-1","14:00","22:00","MEGR011"
"2020.11.15.","Festő-2","14:00","22:00","MEGR011"
"2020.11.15.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.15.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.15.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.15.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.15.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.15.","Vágó-1","14:00","22:00","MEGR011"
"2020.11.15.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.16.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.16.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.16.","Festő-1","06:00","14:00","MEGR011"
"2020.11.16.","Festő-2","06:00","14:00","MEGR011"
"2020.11.16.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.16.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.16.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.16.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.16.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.16.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.16.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.16.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.16.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.16.","Festő-1","14:00","22:00","MEGR011"
"2020.11.16.","Festő-2","14:00","22:00","MEGR011"
"2020.11.16.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.16.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.16.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.16.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.16.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.16.","Vágó-1","14:00","22:00","MEGR011"
"2020.11.16.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.17.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.17.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.17.","Festő-1","06:00","14:00","MEGR011"
"2020.11.17.","Festő-2","06:00","14:00","MEGR011"
"2020.11.17.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.17.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.17.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.17.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.17.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.17.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.17.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.17.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.17.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.17.","Festő-1","14:00","22:00","MEGR011"
"2020.11.17.","Festő-2","14:00","22:00","MEGR011"
"2020.11.17.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.17.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.17.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.17.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.17.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.17.","Vágó-1","14:00","22:00","MEGR011"
"2020.11.17.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.18.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.18.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.18.","Festő-1","06:00","14:00","MEGR011"
"2020.11.18.","Festő-2","06:00","14:00","MEGR011"
"2020.11.18.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.18.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.18.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.18.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.18.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.18.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.18.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.18.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.18.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.18.","Festő-1","14:00","22:00","MEGR011"
"2020.11.18.","Festő-2","14:00","22:00","MEGR011"
"2020.11.18.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.18.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.18.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.18.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.18.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.18.","Vágó-1","14:00","14:30","MEGR011"
"2020.11.18.","Vágó-2","14:00","14:30","MEGR011"
"2020.11.19.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.19.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.19.","Festő-1","06:00","14:00","MEGR011"
"2020.11.19.","Festő-2","06:00","14:00","MEGR011"
"2020.11.19.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.19.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.19.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.19.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.19.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.19.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.19.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.19.","Festő-1","14:00","22:00","MEGR011"
"2020.11.19.","Festő-2","14:00","22:00","MEGR011"
"2020.11.19.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.19.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.19.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.19.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.19.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.20.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.20.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.20.","Festő-1","06:00","14:00","MEGR011"
"2020.11.20.","Festő-2","06:00","14:00","MEGR011"
"2020.11.20.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.20.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.20.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.20.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.20.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.20.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.20.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.20.","Festő-1","14:00","22:00","MEGR011"
"2020.11.20.","Festő-2","14:00","22:00","MEGR011"
"2020.11.20.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.20.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.20.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.20.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.20.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.21.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.21.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.21.","Festő-1","06:00","14:00","MEGR011"
"2020.11.21.","Festő-2","06:00","14:00","MEGR011"
"2020.11.21.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.21.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.21.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.21.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.21.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.21.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.21.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.21.","Festő-1","14:00","22:00","MEGR011"
"2020.11.21.","Festő-2","14:00","22:00","MEGR011"
"2020.11.21.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.21.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.21.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.21.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.21.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.22.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.22.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.22.","Festő-1","06:00","14:00","MEGR011"
"2020.11.22.","Festő-2","06:00","14:00","MEGR011"
"2020.11.22.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.22.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.22.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.22.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.22.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.22.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.22.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.22.","Festő-1","14:00","22:00","MEGR011"
"2020.11.22.","Festő-2","14:00","22:00","MEGR011"
"2020.11.22.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.22.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.22.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.22.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.22.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.23.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.23.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.23.","Festő-1","06:00","14:00","MEGR011"
"2020.11.23.","Festő-2","06:00","14:00","MEGR011"
"2020.11.23.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.23.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.23.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.23.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.23.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.23.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.23.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.23.","Festő-1","14:00","22:00","MEGR011"
"2020.11.23.","Festő-2","14:00","22:00","MEGR011"
"2020.11.23.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.23.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.23.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.23.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.23.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.24.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.24.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.24.","Festő-1","06:00","14:00","MEGR011"
"2020.11.24.","Festő-2","06:00","14:00","MEGR011"
"2020.11.24.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.24.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.24.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.24.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.24.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.24.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.24.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.24.","Festő-1","14:00","22:00","MEGR011"
"2020.11.24.","Festő-2","14:00","22:00","MEGR011"
"2020.11.24.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.24.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.24.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.24.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.24.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.25.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.25.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.25.","Festő-1","06:00","14:00","MEGR011"
"2020.11.25.","Festő-2","06:00","14:00","MEGR011"
"2020.11.25.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.25.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.25.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.25.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.25.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.25.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.25.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.25.","Festő-1","14:00","22:00","MEGR011"
"2020.11.25.","Festő-2","14:00","22:00","MEGR011"
"2020.11.25.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.25.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.25.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.25.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.25.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.26.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.26.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.26.","Festő-1","06:00","14:00","MEGR011"
"2020.11.26.","Festő-2","06:00","14:00","MEGR011"
"2020.11.26.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.26.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.26.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.26.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.26.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.26.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.26.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.26.","Festő-1","14:00","22:00","MEGR011"
"2020.11.26.","Festő-2","14:00","22:00","MEGR011"
"2020.11.26.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.26.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.26.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.26.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.26.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.27.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.27.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.27.","Festő-1","06:00","14:00","MEGR011"
"2020.11.27.","Festő-2","06:00","14:00","MEGR011"
"2020.11.27.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.27.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.27.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.27.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.27.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.27.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.27.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.27.","Festő-1","14:00","22:00","MEGR011"
"2020.11.27.","Festő-2","14:00","22:00","MEGR011"
"2020.11.27.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.27.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.27.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.27.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.27.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.28.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.28.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.28.","Festő-1","06:00","14:00","MEGR011"
"2020.11.28.","Festő-2","06:00","14:00","MEGR011"
"2020.11.28.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.28.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.28.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.28.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.28.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.28.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.28.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.28.","Festő-1","14:00","22:00","MEGR011"
"2020.11.28.","Festő-2","14:00","22:00","MEGR011"
"2020.11.28.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.28.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.28.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.28.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.28.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.29.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.29.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.29.","Festő-1","06:00","14:00","MEGR011"
"2020.11.29.","Festő-2","06:00","14:00","MEGR011"
"2020.11.29.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.29.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.29.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.29.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.29.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.29.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.29.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.29.","Festő-1","14:00","22:00","MEGR011"
"2020.11.29.","Festő-2","14:00","22:00","MEGR011"
"2020.11.29.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.29.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.29.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.29.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.29.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.30.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.30.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.30.","Festő-1","06:00","14:00","MEGR011"
"2020.11.30.","Festő-2","06:00","14:00","MEGR011"
"2020.11.30.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.30.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.30.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.30.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.30.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.30.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.30.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.30.","Festő-1","14:00","22:00","MEGR011"
"2020.11.30.","Festő-2","14:00","22:00","MEGR011"
"2020.11.30.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.30.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.30.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.30.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.30.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.12.01.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.12.01.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.12.01.","Festő-1","06:00","14:00","MEGR011"
"2020.12.01.","Festő-2","06:00","14:00","MEGR011"
"2020.12.01.","Hajlító-1","06:00","14:00","MEGR011"
"2020.12.01.","Hajlító-2","06:00","14:00","MEGR011"
"2020.12.01.","Hegesztő-1","06:00","07:00","MEGR011"
"2020.12.01.","Hegesztő-2","06:00","07:00","MEGR011"
"2020.12.01.","Tesztelő-1","06:00","07:05","MEGR011"
"2020.12.01.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.12.01.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.12.01.","Festő-1","14:00","22:00","MEGR011"
"2020.12.01.","Festő-2","14:00","22:00","MEGR011"
"2020.12.01.","Hajlító-1","14:00","22:00","MEGR011"
"2020.12.01.","Hajlító-2","14:00","22:00","MEGR011"
"2020.12.02.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.12.02.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.12.02.","Festő-1","06:00","14:00","MEGR011"
"2020.12.02.","Festő-2","06:00","14:00","MEGR011"
"2020.12.02.","Hajlító-1","06:00","14:00","MEGR011"
"2020.12.02.","Hajlító-2","06:00","14:00","MEGR011"
"2020.12.02.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.12.02.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.12.02.","Festő-1","14:00","22:00","MEGR011"
"2020.12.02.","Festő-2","14:00","22:00","MEGR011"
"2020.12.02.","Hajlító-1","14:00","22:00","MEGR011"
"2020.12.02.","Hajlító-2","14:00","22:00","MEGR011"
"2020.12.03.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.12.03.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.12.03.","Festő-1","06:00","14:00","MEGR011"
"2020.12.03.","Festő-2","06:00","14:00","MEGR011"
"2020.12.03.","Hajlító-1","06:00","14:00","MEGR011"
"2020.12.03.","Hajlító-2","06:00","14:00","MEGR011"
"2020.12.03.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.12.03.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.12.03.","Festő-1","14:00","22:00","MEGR011"
"2020.12.03.","Festő-2","14:00","22:00","MEGR011"
"2020.12.03.","Hajlító-1","14:00","22:00","MEGR011"
"2020.12.03.","Hajlító-2","14:00","22:00","MEGR011"
"2020.12.04.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.12.04.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.12.04.","Festő-1","06:00","14:00","MEGR011"
"2020.12.04.","Festő-2","06:00","14:00","MEGR011"
"2020.12.04.","Hajlító-1","06:00","14:00","MEGR011"
"2020.12.04.","Hajlító-2","06:00","14:00","MEGR011"
"2020.12.04.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.12.04.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.12.04.","Festő-1","14:00","22:00","MEGR011"
"2020.12.04.","Festő-2","14:00","22:00","MEGR011"
"2020.12.04.","Hajlító-1","14:00","22:00","MEGR011"
"2020.12.04.","Hajlító-2","14:00","22:00","MEGR011"
"2020.12.05.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.12.05.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.12.05.","Festő-1","06:00","14:00","MEGR011"
"2020.12.05.","Festő-2","06:00","14:00","MEGR011"
"2020.12.05.","Hajlító-1","06:00","14:00","MEGR011"
"2020.12.05.","Hajlító-2","06:00","14:00","MEGR011"
"2020.12.05.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.12.05.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.12.05.","Festő-1","14:00","22:00","MEGR011"
"2020.12.05.","Festő-2","14:00","22:00","MEGR011"
"2020.12.05.","Hajlító-1","14:00","22:00","MEGR011"
"2020.12.05.","Hajlító-2","14:00","22:00","MEGR011"
"2020.12.06.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.12.06.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.12.06.","Festő-1","06:00","14:00","MEGR011"
"2020.12.06.","Festő-2","06:00","14:00","MEGR011"
"2020.12.06.","Hajlító-1","06:00","14:00","MEGR011"
"2020.12.06.","Hajlító-2","06:00","14:00","MEGR011"
"2020.12.06.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.12.06.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.12.06.","Festő-1","14:00","22:00","MEGR011"
"2020.12.06.","Festő-2","14:00","22:00","MEGR011"
"2020.12.06.","Hajlító-1","14:00","22:00","MEGR011"
"2020.12.06.","Hajlító-2","14:00","22:00","MEGR011"
"2020.12.07.","Csomagoló-1","06:00","11:24","MEGR011"
"2020.12.07.","Csomagoló-2","06:00","11:24","MEGR011"
"2020.12.07.","Festő-1","06:00","14:00","MEGR011"
"2020.12.07.","Festő-2","06:00","14:00","MEGR011"
"2020.12.07.","Hajlító-1","06:00","14:00","MEGR011"
"2020.12.07.","Hajlító-2","06:00","14:00","MEGR011"
"2020.12.07.","Festő-1","14:00","22:00","MEGR011"
"2020.12.07.","Festő-2","14:00","22:00","MEGR011"
"2020.12.07.","Hajlító-1","14:00","22:00","MEGR011"
"2020.12.07.","Hajlító-2","14:00","22:00","MEGR011"
"2020.12.08.","Festő-1","06:00","14:00","MEGR011"
"2020.12.08.","Festő-2","06:00","14:00","MEGR011"
"2020.12.08.","Hajlító-1","06:00","14:00","MEGR011"
"2020.12.08.","Hajlító-2","06:00","14:00","MEGR011"
"2020.12.08.","Festő-1","14:00","22:00","MEGR011"
"2020.12.08.","Festő-2","14:00","22:00","MEGR011"
"2020.12.08.","Hajlító-1","14:00","22:00","MEGR011"
"2020.12.08.","Hajlító-2","14:00","22:00","MEGR011"
"2020.12.09.","Festő-1","06:00","14:00","MEGR011"
"2020.12.09.","Festő-2","06:00","14:00","MEGR011"
"2020.12.09.","Hajlító-1","06:00","14:00","MEGR011"
"2020.12.09.","Hajlító-2","06:00","14:00","MEGR011"
"2020.12.09.","Festő-1","14:00","22:00","MEGR011"
"2020.12.09.","Festő-2","14:00","22:00","MEGR011"
"2020.12.09.","Hajlító-1","14:00","22:00","MEGR011"
"2020.12.09.","Hajlító-2","14:00","22:00","MEGR011"
