"Dátum","Gép","Kezdő időpont","Záró időpont","Megrendelésszám"
"2020.10.18.","Hegesztő-1","14:00","22:00","MEGR012"
"2020.10.18.","Hegesztő-2","14:00","22:00","MEGR012"
"2020.10.18.","Tesztelő-1","14:00","22:00","MEGR012"
"2020.10.19.","Csomagoló-1","06:00","14:00","MEGR012"
"2020.10.19.","Csomagoló-2","06:00","14:00","MEGR012"
"2020.10.19.","Festő-1","06:00","14:00","MEGR012"
"2020.10.19.","Festő-2","06:00","14:00","MEGR012"
"2020.10.19.","Hajlító-1","06:00","14:00","MEGR012"
"2020.10.19.","Hajlító-2","06:00","14:00","MEGR012"
"2020.10.19.","Hegesztő-1","06:00","14:00","MEGR012"
"2020.10.19.","Hegesztő-2","06:00","14:00","MEGR012"
"2020.10.19.","Tesztelő-1","06:00","14:00","MEGR012"
"2020.10.19.","Csomagoló-1","14:00","22:00","MEGR012"
"2020.10.19.","Csomagoló-2","14:00","22:00","MEGR012"
"2020.10.19.","Festő-1","14:00","22:00","MEGR012"
"2020.10.19.","Festő-2","14:00","22:00","MEGR012"
"2020.10.19.","Hajlító-1","14:00","22:00","MEGR012"
"2020.10.19.","Hajlító-2","14:00","22:00","MEGR012"
"2020.10.19.","Hegesztő-1","14:00","22:00","MEGR012"
"2020.10.19.","Hegesztő-2","14:00","22:00","MEGR012"
"2020.10.19.","Tesztelő-1","14:00","22:00","MEGR012"
"2020.10.20.","Csomagoló-1","06:00","14:00","MEGR012"
"2020.10.20.","Csomagoló-2","06:00","14:00","MEGR012"
"2020.10.20.","Festő-1","06:00","14:00","MEGR012"
"2020.10.20.","Festő-2","06:00","14:00","MEGR012"
"2020.10.20.","Hajlító-1","06:00","14:00","MEGR012"
"2020.10.20.","Hajlító-2","06:00","14:00","MEGR012"
"2020.10.20.","Hegesztő-1","06:00","09:40","MEGR012"
"2020.10.20.","Hegesztő-2","06:00","09:40","MEGR012"
"2020.10.20.","Tesztelő-1","06:00","09:45","MEGR012"
"2020.10.20.","Csomagoló-1","14:00","22:00","MEGR012"
"2020.10.20.","Csomagoló-2","14:00","22:00","MEGR012"
"2020.10.20.","Festő-1","14:00","22:00","MEGR012"
"2020.10.20.","Festő-2","14:00","22:00","MEGR012"
"2020.10.20.","Hajlító-1","14:00","22:00","MEGR012"
"2020.10.20.","Hajlító-2","14:00","22:00","MEGR012"
"2020.10.21.","Csomagoló-1","06:00","14:00","MEGR012"
"2020.10.21.","Csomagoló-2","06:00","14:00","MEGR012"
"2020.10.21.","Festő-1","06:00","14:00","MEGR012"
"2020.10.21.","Festő-2","06:00","14:00","MEGR012"
"2020.10.21.","Hajlító-1","06:00","14:00","MEGR012"
"2020.10.21.","Hajlító-2","06:00","14:00","MEGR012"
"2020.10.21.","Csomagoló-1","14:00","22:00","MEGR012"
"2020.10.21.","Csomagoló-2","14:00","22:00","MEGR012"
"2020.10.21.","Festő-1","14:00","22:00","MEGR012"
"2020.10.21.","Festő-2","14:00","22:00","MEGR012"
"2020.10.21.","Hajlító-1","14:00","22:00","MEGR012"
"2020.10.21.","Hajlító-2","14:00","22:00","MEGR012"
"2020.10.22.","Csomagoló-1","06:00","14:00","MEGR012"
"2020.10.22.","Csomagoló-2","06:00","14:00","MEGR012"
"2020.10.22.","Festő-1","06:00","14:00","MEGR012"
"2020.10.22.","Festő-2","06:00","14:00","MEGR012"
"2020.10.22.","Hajlító-1","06:00","14:00","MEGR012"
"2020.10.22.","Hajlító-2","06:00","14:00","MEGR012"
"2020.10.22.","Csomagoló-1","14:00","22:00","MEGR012"
"2020.10.22.","Csomagoló-2","14:00","22:00","MEGR012"
"2020.10.22.","Festő-1","14:00","22:00","MEGR012"
"2020.10.22.","Festő-2","14:00","22:00","MEGR012"
"2020.10.22.","Hajlító-1","14:00","22:00","MEGR012"
"2020.10.22.","Hajlító-2","14:00","22:00","MEGR012"
"2020.10.23.","Csomagoló-1","06:00","14:00","MEGR012"
"2020.10.23.","Csomagoló-2","06:00","14:00","MEGR012"
"2020.10.23.","Festő-1","06:00","14:00","MEGR012"
"2020.10.23.","Festő-2","06:00","14:00","MEGR012"
"2020.10.23.","Hajlító-1","06:00","14:00","MEGR012"
"2020.10.23.","Hajlító-2","06:00","14:00","MEGR012"
"2020.10.23.","Csomagoló-1","14:00","22:00","MEGR012"
"2020.10.23.","Csomagoló-2","14:00","22:00","MEGR012"
"2020.10.23.","Festő-1","14:00","22:00","MEGR012"
"2020.10.23.","Festő-2","14:00","22:00","MEGR012"
"2020.10.23.","Hajlító-1","14:00","22:00","MEGR012"
"2020.10.23.","Hajlító-2","14:00","22:00","MEGR012"
"2020.10.24.","Csomagoló-1","06:00","13:36","MEGR012"
"2020.10.24.","Csomagoló-2","06:00","13:36","MEGR012"
"2020.10.24.","Festő-1","06:00","14:00","MEGR012"
"2020.10.24.","Festő-2","06:00","14:00","MEGR012"
"2020.10.24.","Hajlító-1","06:00","14:00","MEGR012"
"2020.10.24.","Hajlító-2","06:00","14:00","MEGR012"
"2020.10.24.","Festő-1","14:00","22:00","MEGR012"
"2020.10.24.","Festő-2","14:00","22:00","MEGR012"
"2020.10.24.","Hajlító-1","14:00","22:00","MEGR012"
"2020.10.24.","Hajlító-2","14:00","22:00","MEGR012"
"2020.10.25.","Festő-1","06:00","14:00","MEGR012"
"2020.10.25.","Festő-2","06:00","14:00","MEGR012"
"2020.10.25.","Hajlító-1","06:00","14:00","MEGR012"
"2020.10.25.","Hajlító-2","06:00","14:00","MEGR012"
"2020.10.25.","Festő-1","14:00","22:00","MEGR012"
"2020.10.25.","Festő-2","14:00","22:00","MEGR012"
"2020.10.25.","Hajlító-1","14:00","22:00","MEGR012"
"2020.10.25.","Hajlító-2","14:00","22:00","MEGR012"
"2020.10.26.","Festő-1","06:00","14:00","MEGR012"
"2020.10.26.","Festő-2","06:00","14:00","MEGR012"
"2020.10.26.","Hajlító-1","06:00","14:00","MEGR012"
"2020.10.26.","Hajlító-2","06:00","14:00","MEGR012"
"2020.10.26.","Festő-1","14:00","22:00","MEGR012"
"2020.10.26.","Festő-2","14:00","22:00","MEGR012"
"2020.10.26.","Hajlító-1","14:00","22:00","MEGR012"
"2020.10.26.","Hajlító-2","14:00","22:00","MEGR012"
"2020.10.27.","Festő-1","06:00","14:00","MEGR012"
"2020.10.27.","Festő-2","06:00","14:00","MEGR012"
"2020.10.27.","Hajlító-1","06:00","14:00","MEGR012"
"2020.10.27.","Hajlító-2","06:00","14:00","MEGR012"
"2020.10.27.","Festő-1","14:00","22:00","MEGR012"
"2020.10.27.","Festő-2","14:00","22:00","MEGR012"
"2020.10.27.","Hajlító-1","14:00","22:00","MEGR012"
"2020.10.27.","Hajlító-2","14:00","22:00","MEGR012"
"2020.10.28.","Festő-1","06:00","14:00","MEGR012"
"2020.10.28.","Festő-2","06:00","14:00","MEGR012"
"2020.10.28.","Hajlító-1","06:00","14:00","MEGR012"
"2020.10.28.","Hajlító-2","06:00","14:00","MEGR012"
"2020.10.28.","Festő-1","14:00","22:00","MEGR012"
"2020.10.28.","Festő-2","14:00","22:00","MEGR012"
"2020.10.28.","Hajlító-1","14:00","22:00","MEGR012"
"2020.10.28.","Hajlító-2","14:00","22:00","MEGR012"
"2020.10.29.","Festő-1","06:00","14:00","MEGR012"
"2020.10.29.","Festő-2","06:00","14:00","MEGR012"
"2020.10.29.","Hajlító-1","06:00","14:00","MEGR012"
"2020.10.29.","Hajlító-2","06:00","14:00","MEGR012"
"2020.10.29.","Festő-1","14:00","22:00","MEGR012"
"2020.10.29.","Festő-2","14:00","22:00","MEGR012"
"2020.10.29.","Hajlító-1","14:00","22:00","MEGR012"
"2020.10.29.","Hajlító-2","14:00","22:00","MEGR012"
"2020.10.30.","Festő-1","06:00","14:00","MEGR012"
"2020.10.30.","Festő-2","06:00","14:00","MEGR012"
"2020.10.30.","Hajlító-1","06:00","14:00","MEGR012"
"2020.10.30.","Hajlító-2","06:00","14:00","MEGR012"
"2020.10.30.","Festő-1","14:00","18:45","MEGR012"
"2020.10.30.","Festő-2","14:00","18:45","MEGR012"
"2020.10.30.","Hajlító-1","14:00","18:15","MEGR012"
"2020.10.30.","Hajlító-2","14:00","18:15","MEGR012"
"2020.10.30.","Vágó-1","18:30","22:00","MEGR011"
"2020.10.30.","Vágó-2","18:30","22:00","MEGR011"
"2020.10.30.","Hajlító-1","18:36","21:51","MEGR011"
"2020.10.30.","Hajlító-2","18:36","21:51","MEGR011"
"2020.10.30.","Hegesztő-1","18:51","21:51","MEGR011"
"2020.10.30.","Hegesztő-2","18:51","21:51","MEGR011"
"2020.10.30.","Tesztelő-1","19:01","21:56","MEGR011"
"2020.10.30.","Festő-1","19:06","21:51","MEGR011"
"2020.10.30.","Festő-2","19:06","21:51","MEGR011"
"2020.10.30.","Csomagoló-1","19:21","21:57","MEGR011"
"2020.10.30.","Csomagoló-2","19:21","21:57","MEGR011"
"2020.10.31.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.10.31.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.10.31.","Festő-1","06:00","14:00","MEGR011"
"2020.10.31.","Festő-2","06:00","14:00","MEGR011"
"2020.10.31.","Hajlító-1","06:00","14:00","MEGR011"
"2020.10.31.","Hajlító-2","06:00","14:00","MEGR011"
"2020.10.31.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.10.31.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.10.31.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.10.31.","Vágó-1","06:00","14:00","MEGR011"
"2020.10.31.","Vágó-2","06:00","14:00","MEGR011"
"2020.10.31.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.10.31.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.10.31.","Festő-1","14:00","22:00","MEGR011"
"2020.10.31.","Festő-2","14:00","22:00","MEGR011"
"2020.10.31.","Hajlító-1","14:00","22:00","MEGR011"
"2020.10.31.","Hajlító-2","14:00","22:00","MEGR011"
"2020.10.31.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.10.31.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.10.31.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.10.31.","Vágó-1","14:00","22:00","MEGR011"
"2020.10.31.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.01.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.01.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.01.","Festő-1","06:00","14:00","MEGR011"
"2020.11.01.","Festő-2","06:00","14:00","MEGR011"
"2020.11.01.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.01.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.01.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.01.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.01.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.01.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.01.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.01.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.01.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.01.","Festő-1","14:00","22:00","MEGR011"
"2020.11.01.","Festő-2","14:00","22:00","MEGR011"
"2020.11.01.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.01.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.01.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.01.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.01.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.01.","Vágó-1","14:00","22:00","MEGR011"
"2020.11.01.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.02.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.02.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.02.","Festő-1","06:00","14:00","MEGR011"
"2020.11.02.","Festő-2","06:00","14:00","MEGR011"
"2020.11.02.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.02.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.02.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.02.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.02.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.02.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.02.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.02.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.02.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.02.","Festő-1","14:00","22:00","MEGR011"
"2020.11.02.","Festő-2","14:00","22:00","MEGR011"
"2020.11.02.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.02.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.02.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.02.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.02.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.02.","Vágó-1","14:00","22:00","MEGR011"
"2020.11.02.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.03.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.03.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.03.","Festő-1","06:00","14:00","MEGR011"
"2020.11.03.","Festő-2","06:00","14:00","MEGR011"
"2020.11.03.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.03.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.03.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.03.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.03.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.03.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.03.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.03.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.03.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.03.","Festő-1","14:00","22:00","MEGR011"
"2020.11.03.","Festő-2","14:00","22:00","MEGR011"
"2020.11.03.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.03.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.03.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.03.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.03.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.03.","Vágó-1","14:00","22:00","MEGR011"
"2020.11.03.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.04.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.04.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.04.","Festő-1","06:00","14:00","MEGR011"
"2020.11.04.","Festő-2","06:00","14:00","MEGR011"
"2020.11.04.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.04.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.04.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.04.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.04.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.04.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.04.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.04.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.04.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.04.","Festő-1","14:00","22:00","MEGR011"
"2020.11.04.","Festő-2","14:00","22:00","MEGR011"
"2020.11.04.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.04.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.04.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.04.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.04.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.04.","Vágó-1","14:00","22:00","MEGR011"
"2020.11.04.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.05.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.05.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.05.","Festő-1","06:00","14:00","MEGR011"
"2020.11.05.","Festő-2","06:00","14:00","MEGR011"
"2020.11.05.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.05.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.05.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.05.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.05.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.05.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.05.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.05.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.05.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.05.","Festő-1","14:00","22:00","MEGR011"
"2020.11.05.","Festő-2","14:00","22:00","MEGR011"
"2020.11.05.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.05.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.05.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.05.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.05.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.05.","Vágó-1","14:00","22:00","MEGR011"
"2020.11.05.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.06.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.06.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.06.","Festő-1","06:00","14:00","MEGR011"
"2020.11.06.","Festő-2","06:00","14:00","MEGR011"
"2020.11.06.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.06.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.06.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.06.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.06.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.06.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.06.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.06.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.06.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.06.","Festő-1","14:00","22:00","MEGR011"
"2020.11.06.","Festő-2","14:00","22:00","MEGR011"
"2020.11.06.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.06.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.06.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.06.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.06.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.06.","Vágó-1","14:00","22:00","MEGR011"
"2020.11.06.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.07.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.07.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.07.","Festő-1","06:00","14:00","MEGR011"
"2020.11.07.","Festő-2","06:00","14:00","MEGR011"
"2020.11.07.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.07.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.07.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.07.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.07.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.07.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.07.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.07.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.07.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.07.","Festő-1","14:00","22:00","MEGR011"
"2020.11.07.","Festő-2","14:00","22:00","MEGR011"
"2020.11.07.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.07.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.07.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.07.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.07.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.07.","Vágó-1","14:00","22:00","MEGR011"
"2020.11.07.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.08.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.08.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.08.","Festő-1","06:00","14:00","MEGR011"
"2020.11.08.","Festő-2","06:00","14:00","MEGR011"
"2020.11.08.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.08.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.08.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.08.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.08.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.08.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.08.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.08.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.08.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.08.","Festő-1","14:00","22:00","MEGR011"
"2020.11.08.","Festő-2","14:00","22:00","MEGR011"
"2020.11.08.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.08.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.08.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.08.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.08.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.08.","Vágó-1","14:00","22:00","MEGR011"
"2020.11.08.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.09.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.09.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.09.","Festő-1","06:00","14:00","MEGR011"
"2020.11.09.","Festő-2","06:00","14:00","MEGR011"
"2020.11.09.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.09.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.09.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.09.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.09.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.09.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.09.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.09.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.09.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.09.","Festő-1","14:00","22:00","MEGR011"
"2020.11.09.","Festő-2","14:00","22:00","MEGR011"
"2020.11.09.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.09.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.09.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.09.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.09.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.09.","Vágó-1","14:00","22:00","MEGR011"
"2020.11.09.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.10.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.10.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.10.","Festő-1","06:00","14:00","MEGR011"
"2020.11.10.","Festő-2","06:00","14:00","MEGR011"
"2020.11.10.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.10.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.10.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.10.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.10.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.10.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.10.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.10.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.10.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.10.","Festő-1","14:00","22:00","MEGR011"
"2020.11.10.","Festő-2","14:00","22:00","MEGR011"
"2020.11.10.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.10.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.10.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.10.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.10.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.10.","Vágó-1","14:00","22:00","MEGR011"
"2020.11.10.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.11.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.11.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.11.","Festő-1","06:00","14:00","MEGR011"
"2020.11.11.","Festő-2","06:00","14:00","MEGR011"
"2020.11.11.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.11.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.11.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.11.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.11.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.11.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.11.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.11.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.11.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.11.","Festő-1","14:00","22:00","MEGR011"
"2020.11.11.","Festő-2","14:00","22:00","MEGR011"
"2020.11.11.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.11.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.11.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.11.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.11.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.11.","Vágó-1","14:00","22:00","MEGR011"
"2020.11.11.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.12.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.12.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.12.","Festő-1","06:00","14:00","MEGR011"
"2020.11.12.","Festő-2","06:00","14:00","MEGR011"
"2020.11.12.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.12.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.12.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.12.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.12.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.12.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.12.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.12.","Csomagoló-1","14:00","22:00","MEGR011"
"2020.11.12.","Csomagoló-2","14:00","22:00","MEGR011"
"2020.11.12.","Festő-1","14:00","22:00","MEGR011"
"2020.11.12.","Festő-2","14:00","22:00","MEGR011"
"2020.11.12.","Hajlító-1","14:00","22:00","MEGR011"
"2020.11.12.","Hajlító-2","14:00","22:00","MEGR011"
"2020.11.12.","Hegesztő-1","14:00","22:00","MEGR011"
"2020.11.12.","Hegesztő-2","14:00","22:00","MEGR011"
"2020.11.12.","Tesztelő-1","14:00","22:00","MEGR011"
"2020.11.12.","Vágó-1","14:00","22:00","MEGR011"
"2020.11.12.","Vágó-2","14:00","22:00","MEGR011"
"2020.11.13.","Csomagoló-1","06:00","14:00","MEGR011"
"2020.11.13.","Csomagoló-2","06:00","14:00","MEGR011"
"2020.11.13.","Festő-1","06:00","14:00","MEGR011"
"2020.11.13.","Festő-2","06:00","14:00","MEGR011"
"2020.11.13.","Hajlító-1","06:00","14:00","MEGR011"
"2020.11.13.","Hajlító-2","06:00","14:00","MEGR011"
"2020.11.13.","Hegesztő-1","06:00","14:00","MEGR011"
"2020.11.13.","Hegesztő-2","06:00","14:00","MEGR011"
"2020.11.13.","Tesztelő-1","06:00","14:00","MEGR011"
"2020.11.13.","Vágó-1","06:00","14:00","MEGR011"
"2020.11.13.","Vágó-2","06:00","14:00","MEGR011"
"2020.11.13.","Csomagoló-1","14:00","22:00","MEGR011"
